"idVotacao";"uriVotacao";"data";"descricao";"proposicao_id";"proposicao_uri";"proposicao_ementa";"proposicao_codTipo";"proposicao_siglaTipo";"proposicao_numero";"proposicao_ano";"proposicao_titulo"
"2336440-42";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2336440-42";"2023-03-07";"Aprovado, em apreciação preliminar, o Parecer da Comissão Mista, na parte em que manifesta opinião pelo não atendimento dos pressupostos constitucionais de relevância e urgência e pela inadequação financeira e orçamentária, nos termos do artigo 8º da Resolução nº 01, de 2002-CN.";"2350390";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2350390";"Institui o Programa de Prevenção e Combate ao Assédio Sexual no âmbito dos sistemas de ensino federal, estadual, municipal e distrital.";"891";"PRLP";"2";"";"PRLP 2 => MPV 1140/2022"
"2336440-42";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2336440-42";"2023-03-07";"Aprovado, em apreciação preliminar, o Parecer da Comissão Mista, na parte em que manifesta opinião pelo não atendimento dos pressupostos constitucionais de relevância e urgência e pela inadequação financeira e orçamentária, nos termos do artigo 8º da Resolução nº 01, de 2002-CN.";"2350414";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2350414";"Institui o Programa de Prevenção e Combate ao Assédio Sexual no âmbito dos sistemas de ensino federal, estadual, municipal e distrital.";"891";"PRLP";"3";"";"PRLP 3 => MPV 1140/2022"
"2336440-42";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2336440-42";"2023-03-07";"Aprovado, em apreciação preliminar, o Parecer da Comissão Mista, na parte em que manifesta opinião pelo não atendimento dos pressupostos constitucionais de relevância e urgência e pela inadequação financeira e orçamentária, nos termos do artigo 8º da Resolução nº 01, de 2002-CN.";"2350416";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2350416";"Institui o Programa de Prevenção e Enfrentamento ao Assédio Sexual e Demais Crimes Contra a Dignidade Sexual, e à Violência Sexual, no âmbito da administração pública direta e indireta, federal, estadual, distrital e municipal.";"390";"PLV";"2";"2023";"PLV 2/2023"
"2336440-42";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2336440-42";"2023-03-07";"Aprovado, em apreciação preliminar, o Parecer da Comissão Mista, na parte em que manifesta opinião pelo não atendimento dos pressupostos constitucionais de relevância e urgência e pela inadequação financeira e orçamentária, nos termos do artigo 8º da Resolução nº 01, de 2002-CN.";"2350418";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2350418";"Parecer proferido em Plenário pela Relatora, Dep. Alice Portugal (PCdoB-BA), pela Comissão Mista do Congresso Nacional, que conclui pelo atendimento dos pressupostos constitucionais de relevância e urgência da Medida Provisória nº 1.140, de 2022; pela constitucionalidade, juridicidade e boa técnica legislativa da Medida Provisória nº 1.140, de 2022, e das Emendas de nº 1 a 4 e 6 a 19 a ela apresentadas perante a Comissão Mista; pela inconstitucionalidade, injuridicidade e boa técnica legislativa da Emenda nº 5 apresentada à Medida Provisória nº 1.140, de 2022, perante a Comissão Mista; pela não implicação em aumento ou diminuição da receita ou da despesa públicas da Medida Provisória nº 1.140, de 2022, não cabendo pronunciamento quanto à sua adequação financeira e orçamentária; pela não implicação em aumento ou diminuição da receita ou da despesa públicas das Emendas nos 1 a 8 e 10 a 19, não cabendo pronunciamento quanto à adequação financeira e orçamentária; pela incompatibilidade e inadequação orçamentária e financeira da Emenda nº 9; e, no mérito, pela aprovação da Medida Provisória nº 1.140, de 2022, e das Emendas nº 1, 2, 4 e 8, acolhidas parcialmente, das Emendas nº 11, 14 e 17, na forma do projeto de lei de conversão, e pela rejeição das demais emendas apresentadas perante a Comissão Mista.";"192";"PPP";"1";"";"PPP 1 MPV114022 => MPV 1140/2022"
"2336440-44";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2336440-44";"2023-03-07";"Aprovada a Medida Provisória nº 1.140 de 2022, na forma do Projeto de Lei de Conversão.";"2349498";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2349498";"Requerimento de Retirada de Matéria da Pauta - MPV 1140/2022";"328";"RPD";"1";"";"RPD 1 => MPV 1140/2022"
"2336440-44";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2336440-44";"2023-03-07";"Aprovada a Medida Provisória nº 1.140 de 2022, na forma do Projeto de Lei de Conversão.";"2349499";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2349499";"Requerimento de Votação Nominal-Requerimento de Retirada de Matéria da Pauta - MPV 1140/2022";"332";"RPD";"2";"";"RPD 2 => MPV 1140/2022"
"2336440-44";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2336440-44";"2023-03-07";"Aprovada a Medida Provisória nº 1.140 de 2022, na forma do Projeto de Lei de Conversão.";"2349636";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2349636";"Requerimento de Retirada de Matéria da Pauta - MPV 1140/2022";"328";"RPD";"3";"";"RPD 3 => MPV 1140/2022"
"2336440-44";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2336440-44";"2023-03-07";"Aprovada a Medida Provisória nº 1.140 de 2022, na forma do Projeto de Lei de Conversão.";"2349638";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2349638";"Requerimento de Votação Nominal-Requerimento de Retirada de Matéria da Pauta - MPV 1140/2022";"332";"RPD";"4";"";"RPD 4 => MPV 1140/2022"
"2336440-44";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2336440-44";"2023-03-07";"Aprovada a Medida Provisória nº 1.140 de 2022, na forma do Projeto de Lei de Conversão.";"2350259";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2350259";"Requerimento de Retirada de Matéria da Pauta - MPV 1140/2022";"328";"RPD";"5";"";"RPD 5 => MPV 1140/2022"
"2336440-44";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2336440-44";"2023-03-07";"Aprovada a Medida Provisória nº 1.140 de 2022, na forma do Projeto de Lei de Conversão.";"2350260";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2350260";"Requerimento de Votação Nominal-Requerimento de Retirada de Matéria da Pauta - MPV 1140/2022";"332";"RPD";"6";"";"RPD 6 => MPV 1140/2022"
"2336440-44";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2336440-44";"2023-03-07";"Aprovada a Medida Provisória nº 1.140 de 2022, na forma do Projeto de Lei de Conversão.";"2350382";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2350382";"Institui o Programa de Prevenção e Combate ao Assédio Sexual no âmbito dos sistemas de ensino federal, estadual, municipal e distrital.";"891";"PRLP";"1";"";"PRLP 1 => MPV 1140/2022"
"2336440-44";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2336440-44";"2023-03-07";"Aprovada a Medida Provisória nº 1.140 de 2022, na forma do Projeto de Lei de Conversão.";"2350390";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2350390";"Institui o Programa de Prevenção e Combate ao Assédio Sexual no âmbito dos sistemas de ensino federal, estadual, municipal e distrital.";"891";"PRLP";"2";"";"PRLP 2 => MPV 1140/2022"
"2336440-44";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2336440-44";"2023-03-07";"Aprovada a Medida Provisória nº 1.140 de 2022, na forma do Projeto de Lei de Conversão.";"2350414";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2350414";"Institui o Programa de Prevenção e Combate ao Assédio Sexual no âmbito dos sistemas de ensino federal, estadual, municipal e distrital.";"891";"PRLP";"3";"";"PRLP 3 => MPV 1140/2022"
"2336440-44";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2336440-44";"2023-03-07";"Aprovada a Medida Provisória nº 1.140 de 2022, na forma do Projeto de Lei de Conversão.";"2350416";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2350416";"Institui o Programa de Prevenção e Enfrentamento ao Assédio Sexual e Demais Crimes Contra a Dignidade Sexual, e à Violência Sexual, no âmbito da administração pública direta e indireta, federal, estadual, distrital e municipal.";"390";"PLV";"2";"2023";"PLV 2/2023"
"2336440-44";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2336440-44";"2023-03-07";"Aprovada a Medida Provisória nº 1.140 de 2022, na forma do Projeto de Lei de Conversão.";"2350418";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2350418";"Parecer proferido em Plenário pela Relatora, Dep. Alice Portugal (PCdoB-BA), pela Comissão Mista do Congresso Nacional, que conclui pelo atendimento dos pressupostos constitucionais de relevância e urgência da Medida Provisória nº 1.140, de 2022; pela constitucionalidade, juridicidade e boa técnica legislativa da Medida Provisória nº 1.140, de 2022, e das Emendas de nº 1 a 4 e 6 a 19 a ela apresentadas perante a Comissão Mista; pela inconstitucionalidade, injuridicidade e boa técnica legislativa da Emenda nº 5 apresentada à Medida Provisória nº 1.140, de 2022, perante a Comissão Mista; pela não implicação em aumento ou diminuição da receita ou da despesa públicas da Medida Provisória nº 1.140, de 2022, não cabendo pronunciamento quanto à sua adequação financeira e orçamentária; pela não implicação em aumento ou diminuição da receita ou da despesa públicas das Emendas nos 1 a 8 e 10 a 19, não cabendo pronunciamento quanto à adequação financeira e orçamentária; pela incompatibilidade e inadequação orçamentária e financeira da Emenda nº 9; e, no mérito, pela aprovação da Medida Provisória nº 1.140, de 2022, e das Emendas nº 1, 2, 4 e 8, acolhidas parcialmente, das Emendas nº 11, 14 e 17, na forma do projeto de lei de conversão, e pela rejeição das demais emendas apresentadas perante a Comissão Mista.";"192";"PPP";"1";"";"PPP 1 MPV114022 => MPV 1140/2022"
"2348263-6";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2348263-6";"2023-03-07";"Aprovado o Requerimento para criação de Comissão Externa Destinada a Acompanhar e Monitorar a Conclusão das Obras Públicas Paralisadas e Inacabadas no País.";"2348263";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2348263";"Requer a criação de Comissão Externa Destinada a Acompanhar e Monitorar a Conclusão das Obras Públicas Paralisadas e Inacabadas no País.";"349";"REQ";"107";"2023";"REQ 107/2023"
"2349505-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2349505-2";"2023-03-07";"Aprovado.";"2349505";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2349505";"Requer a realização de reunião com a Agência Nacional de Mineração – ANM para tratar sobre a legislação da segurança de barragens.";"686";"REQ";"11";"2023";"REQ 11/2023 CEXMABRU"
"2349525-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2349525-2";"2023-03-07";"Aprovado.";"2349525";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2349525";"Requer a realização de reunião com o Governo do Estado de Minas Gerais para tratar sobre a legislação da segurança de barragens.";"686";"REQ";"12";"2023";"REQ 12/2023 CEXMABRU"
"2350114-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2350114-2";"2023-03-07";"Aprovado.";"2350114";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2350114";"Requer a realização de visita técnica, in loco, nos municípios do Estado do Espirito Santo que foram afetados pelo desastre da barragem da Samarco Mineração, ocorrido em 5 de novembro de 2015, no Município de Mariana/MG.";"686";"REQ";"13";"2023";"REQ 13/2023 CEXMABRU"
"2350115-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2350115-2";"2023-03-07";"Aprovado.";"2350115";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2350115";"Requer que sejam solicitadas Informações aos Governos do Estado de Minas Geras e Espírito Santo, Defensoria Pública do Estado do Espírito Santo, Defensoria Pública do Estado de Minas Gerais, Defensoria Pública da União nos Estados do Espírito Santo e Minas Gerais, Ministério Público Estadual de Minas Gerais, Ministério Público Estadual do Espírito Santo, Ministério Público Federal nos Estados do Espírito Santos e Minas Gerais sobre o tratamento destinado aos Povos e Comunidades Tradicionais, no âmbito dos processos, judiciais ou não, de reparação dos danos decorrentes do rompimento das barragens B1 e Fundão, ocorridos, respectivamente em Brumadinho e Mariana - MG, especialmente no que se refere ao cumprimento da Convenção nº 169 da Organização Internacional do Trabalho.";"448";"REQ";"17";"2023";"REQ 17/2023 CEXMABRU"
"2350116-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2350116-2";"2023-03-07";"Aprovado.";"2350116";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2350116";"Requer a realização de Audiência Pública para debater os impactos da proposta de Rodoanel como decorrência do acordo da Vale S.A com o governo de Minas Gerais.";"294";"REQ";"14";"2023";"REQ 14/2023 CEXMABRU"
"2350119-14";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2350119-14";"2023-03-07";"Aprovado.";"2350119";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2350119";"Requer a realização de mesa redonda na cidade de Brumadinho - MG, para debater com a comunidade  as consequências atuais e as melhorias que devem ser feitas pelo rompimento da barragem da Mina Córrego do Feijão.";"686";"REQ";"15";"2023";"REQ 15/2023 CEXMABRU"
"2350122-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2350122-2";"2023-03-07";"Aprovado.";"2350122";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2350122";"Requer a realização de audiência pública para tratar da situação de Brumadinho - MG, Requer a realização de evento para tratar da situação de Brumadinho - MG,  para que possam ser debatida a situação da cidade de Brumadinho – MG, quatro anos após do rompimento da barragem da Mina Córrego do Feijão, da mineradora Vale, em 2019.";"686";"REQ";"16";"2023";"REQ 16/2023 CEXMABRU"
"2349625-3";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2349625-3";"2023-03-07";"Aprovado.";"2350286";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2350286";"Requer a inclusão de especialista no Seminário para debater a reforma tributária na economia Brasileira a realizar-se no estado de Goiás.";"686";"REQ";"21";"2023";"REQ 21/2023 GTSTN"
"2349639-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2349639-2";"2023-03-07";"Aprovado o Requerimento com aditamento.";"2349639";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2349639";"Requer realização de Audiência Pública, no âmbito desse Grupo de Trabalho, a fim de debater a Proposta de Emenda Constitucional 45/19 que altera o Sistema Tributário Nacional e dá outras providências, com os seguintes convidados: CNM - Confederação Nacional de Municípios; FNP - Frente Nacional dos Prefeitos; e entidades municipalistas a nível nacional";"294";"REQ";"2";"2023";"REQ 2/2023 GTSTN"
"2349648-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2349648-2";"2023-03-07";"Aprovado.";"2349648";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2349648";"Requer a realização de Seminário no Estado do Ceará destinado a discutir a Proposta de Emenda Constitucional n. 45-A, de 2019, que trata da Reforma Tributária e demais sugestões (Proposta de Emenda Constitucional n. 110, de 2019) em busca do aperfeiçoamento do sistema tributário 
brasileiro.";"686";"REQ";"3";"2023";"REQ 3/2023 GTSTN"
"2349733-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2349733-2";"2023-03-07";"Aprovado.";"2349733";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2349733";"Requer seja aprovado o requerimento para Mesa Redonda a realizar-se em Manaus/AM, a fim de debater a proposta de alteração do Sistema Tributário Nacional com representantes dos setores da indústria, comércio e serviços.";"686";"REQ";"4";"2023";"REQ 4/2023 GTSTN"
"2349735-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2349735-2";"2023-03-07";"Aprovado.";"2349735";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2349735";"Requer seja aprovado o requerimento para Mesa Redonda a realizar-se conforme agenda do Grupo de Trabalho da Reforma Tributária, no Estado do Ceará.";"686";"REQ";"5";"2023";"REQ 5/2023 GTSTN"
"2349737-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2349737-2";"2023-03-07";"Aprovado o Requerimento com aditamento.";"2349737";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2349737";"Requer seja aprovado o requerimento para realização de Mesa Redonda a realizar-se conforme agenda do Grupo de Trabalho da Reforma Tributária, no Estado de São Paulo.";"686";"REQ";"6";"2023";"REQ 6/2023 GTSTN"
"2350065-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2350065-2";"2023-03-07";"Aprovado.";"2350065";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2350065";"Pedido de visita técnica ao Polo Industrial de Manaus";"147";"REQ";"7";"2023";"REQ 7/2023 GTSTN"
"2350066-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2350066-2";"2023-03-07";"Aprovado o Requerimento com aditamento.";"2350066";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2350066";"Requer a realização de audiência pública ( Setores do Comércio e de Serviço) no âmbito do Grupo de Trabalho da Reforma Tributária, com os seguintes convidados: Representante da Associação das Empresas de Tecnologia da Informação e Comunicação (TIC) e de Tecnologias Digitais, - BRASSCOM; Representante da Confederação Nacional do Comércio – CNC; Representante da Confederação Nacional dos Dirigentes Logistas - CNDL; Representante da Associação Brasileira de Bares e Restaurantes - ABRASEL; Representante da Confederação das Associações Comerciais do Brasil - CACB; Representante da AFRAC - Associação Brasileira de Tecnologia para o Comércio e Serviços; Representante da Asssociação Nacional dos Comerciantes de Material de Construção - ANAMACO; Representante da Associação Brasileira de Supermercados - ABRAS; e Representante da Associação Brasileira de Atacadistas e Distribuidores -ABAD.";"294";"REQ";"8";"2023";"REQ 8/2023 GTSTN"
"2350067-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2350067-2";"2023-03-07";"Aprovado o Requerimento com aditamento.";"2350067";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2350067";"Requer a realização de audiências públicas destinadas a debater o Sistema Tributário Nacional no Grupo de Trabalho sobre Reforma Tributária.";"294";"REQ";"9";"2023";"REQ 9/2023 GTSTN"
"2350092-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2350092-2";"2023-03-07";"Aprovado o Requerimento com aditamento.";"2350092";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2350092";"Requer a realização de um seminário, no Estado de Minas Gerais, para debater sobre a proposta de Emenda à Constituição nº 45-A, de 2019, que altera o sistema tributário Nacional e outras providências (PEC 45/2019)";"686";"REQ";"10";"2023";"REQ 10/2023 GTSTN"
"2350113-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2350113-2";"2023-03-07";"Aprovado o Requerimento com aditamento.";"2350113";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2350113";"Requer inclusão de especialistas e entidades nas audiências já confirmadas, bem como a inclusão de novas audiências.";"294";"REQ";"12";"2023";"REQ 12/2023 GTSTN"
"2350133-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2350133-2";"2023-03-07";"Aprovado.";"2350133";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2350133";"Requer que os elencados a seguir sejam convidados para Audiência Pública para debater o Sistema Tributário Nacional no respectivo Grupo de Trabalho: Deputada Bia Kicis - Relatora da PEC 7/2020 na Comissão Especial; Alberto Macedo - Coordenador do Simplifica Já; Jeferson Passos - Presidente da Associação Brasileira das Secretarias de Finanças das Capitais - ABRASF; Gilberto Alvarenga - Consultor Tributário da Confederação Nacional do Comércio - CNC; Rodrigo Antônio Dias - Advogado tributarista e membro do Conselho Jurídico do Secovi - SP; Luigi Nese - Presidente da Confederação Nacional de Serviços - CNS.";"294";"REQ";"13";"2023";"REQ 13/2023 GTSTN"
"2350134-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2350134-2";"2023-03-07";"Aprovado.";"2350134";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2350134";"Requer que os elencados a seguir sejam convidados para Audiência Pública para debater o Sistema Tributário Nacional no respectivo Grupo de Trabalho: Representante da Associação das Empresas de Tecnologia da Informação e Comunicação (TIC) e de Tecnologias Digitais, - BRASSCOM; Representante da Confederação Nacional do Comércio; Representante da Confederação Nacional dos Dirigentes Logistas - CNDL; Representante da Associação Brasileira de Bares e Restaurantes - ABRASEL; Representante da Confederação das Associações Comerciais do Brasil - CACB; Representante da AFRAC - Associação Brasileira de Tecnologia para o Comércio e Serviços; Representante da Associação Nacional dos Comerciantes de Material de Construção - ANAMACO; Representante da Associação Brasileira de Supermercados - ABRAS; Representante da Associação Brasileira de Atacadistas e Distribuidores - ABAD; e Representante do G100 - Associação Brasileira das Pequenas e Médias Cooperativas e empresas de laticínios.";"294";"REQ";"14";"2023";"REQ 14/2023 GTSTN"
"2350135-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2350135-2";"2023-03-07";"Aprovado o Requerimento com aditamento.";"2350135";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2350135";"Requer a realização de audiência pública com o seguinte convidado: Rodrigo Keidel Spada, Presidente da FEBRAFITE - Associação Nacional das Associações de Fiscais de Tributos Estaduais.";"294";"REQ";"15";"2023";"REQ 15/2023 GTSTN"
"2350136-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2350136-2";"2023-03-07";"Aprovado.";"2350136";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2350136";"Requer a realização de Audiência Publica para discutir a Reforma sob a Perspectiva da Administração Tributária com o seguinte convidado: Vilson Antônio Romero, Presidente da Associação Nacional dos Auditores Fiscais da Receita Federal do Brasil (ANFIP)";"294";"REQ";"16";"2023";"REQ 16/2023 GTSTN"
"2139046-123";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2139046-123";"2023-03-08";"Aprovado requerimento n. 523/2023 da Sra. Jandira Feghali que requer regime de urgência para apreciação do PL 2113/2019.";"2181541";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2181541";"Requer, nos termos do Art. 106 do Regimento Interno, a reconstituição do Projeto de Lei n. 7.720/2017 e outros.";"339";"REQ";"9036";"2018";"REQ 9036/2018"
"2139046-123";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2139046-123";"2023-03-08";"Aprovado requerimento n. 523/2023 da Sra. Jandira Feghali que requer regime de urgência para apreciação do PL 2113/2019.";"2184575";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2184575";"Requer a apensação do Projeto de Lei nº 7.720, de 2017, ao Projeto de Lei nº 7.419, de 2006";"304";"REQ";"9211";"2018";"REQ 9211/2018"
"2139046-123";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2139046-123";"2023-03-08";"Aprovado requerimento n. 523/2023 da Sra. Jandira Feghali que requer regime de urgência para apreciação do PL 2113/2019.";"2275252";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2275252";"Substitutivo do Senado ao Projeto de Lei nº 2.113, de 2019 (PL nº 7.720, de 2017, na Casa de origem), que “Altera as Leis nº 9.656, de 3 de junho de 1998, e 9.797, de 6 de maio de 1999, para dispor sobre cirurgia plástica de reconstrução mamária em pacientes que sofreram mutilação de mama decorrente de tratamento de câncer”.


Substitua-se o Projeto pelo seguinte:


Altera a Lei nº 9.656, de 3 de junho de 1998, que “dispõe sobre os planos e seguros privados de assistência à saúde”, e a Lei nº 9.797, de 6 de maio de 1999, que “dispõe sobre a obrigatoriedade da cirurgia plástica reparadora da mama pela rede de unidades integrantes do Sistema Único de                                                                                                            Saúde – SUS nos casos de mutilação decorrentes de tratamento de câncer”, para assegurar às pacientes a substituição do implante mamário utilizado na reconstrução mamária ou na simetrização da mama contralateral sempre que ocorrerem complicações ou efeitos adversos a ele relacionados, bem como assegurar às pacientes acompanhamento psicológico e multidisciplinar especializado na hipótese que especifica.";"132";"EMS";"2113";"2019";"EMS 2113/2019"
"2139046-123";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2139046-123";"2023-03-08";"Aprovado requerimento n. 523/2023 da Sra. Jandira Feghali que requer regime de urgência para apreciação do PL 2113/2019.";"2350633";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2350633";"NOVA EMENTA: Altera a Lei nº 9.656, de 3 de junho de 1998, que “dispõe sobre os planos e seguros privados de assistência à saúde”, e a Lei nº 9.797, de 6 de maio de 1999, que “dispõe sobre a obrigatoriedade da cirurgia plástica reparadora da mama pela rede de unidades integrantes do Sistema Único de Saúde – SUS nos casos de mutilação decorrentes de tratamento de câncer”, para assegurar às pacientes a substituição do implante mamário utilizado na reconstrução mamária ou na simetrização da mama contralateral sempre que ocorrerem complicações ou efeitos adversos a ele relacionados, bem como assegurar às pacientes acompanhamento psicológico e multidisciplinar especializado na hipótese que especifica.";"891";"PRLP";"1";"";"PRLP 1 => PL 2113/2019 (Nº Anterior: pl 2113/2019)"
"2139046-123";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2139046-123";"2023-03-08";"Aprovado requerimento n. 523/2023 da Sra. Jandira Feghali que requer regime de urgência para apreciação do PL 2113/2019.";"2350694";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2350694";"Requer regime de urgência para apreciação do PL 2113/2019.";"392";"REQ";"523";"2023";"REQ 523/2023"
"2139046-123";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2139046-123";"2023-03-08";"Aprovado requerimento n. 523/2023 da Sra. Jandira Feghali que requer regime de urgência para apreciação do PL 2113/2019.";"2350716";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2350716";"Votação em separado do inciso II do Art. 10-A, constante do art. 1º do Substitutivo do Senado Federal apresentado ao Projeto de Lei nº 2113, de 2019, com vistas a sua supressão.";"261";"DTQ";"1";"";"DTQ 1 => PL 2113/2019 (Nº Anterior: pl 2113/2019)"
"2139046-124";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2139046-124";"2023-03-08";"Alteração do Regime de Tramitação desta proposição em virtude da Aprovação do REQ 523/2023.";"2181541";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2181541";"Requer, nos termos do Art. 106 do Regimento Interno, a reconstituição do Projeto de Lei n. 7.720/2017 e outros.";"339";"REQ";"9036";"2018";"REQ 9036/2018"
"2139046-124";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2139046-124";"2023-03-08";"Alteração do Regime de Tramitação desta proposição em virtude da Aprovação do REQ 523/2023.";"2184575";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2184575";"Requer a apensação do Projeto de Lei nº 7.720, de 2017, ao Projeto de Lei nº 7.419, de 2006";"304";"REQ";"9211";"2018";"REQ 9211/2018"
"2139046-124";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2139046-124";"2023-03-08";"Alteração do Regime de Tramitação desta proposição em virtude da Aprovação do REQ 523/2023.";"2275252";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2275252";"Substitutivo do Senado ao Projeto de Lei nº 2.113, de 2019 (PL nº 7.720, de 2017, na Casa de origem), que “Altera as Leis nº 9.656, de 3 de junho de 1998, e 9.797, de 6 de maio de 1999, para dispor sobre cirurgia plástica de reconstrução mamária em pacientes que sofreram mutilação de mama decorrente de tratamento de câncer”.


Substitua-se o Projeto pelo seguinte:


Altera a Lei nº 9.656, de 3 de junho de 1998, que “dispõe sobre os planos e seguros privados de assistência à saúde”, e a Lei nº 9.797, de 6 de maio de 1999, que “dispõe sobre a obrigatoriedade da cirurgia plástica reparadora da mama pela rede de unidades integrantes do Sistema Único de                                                                                                            Saúde – SUS nos casos de mutilação decorrentes de tratamento de câncer”, para assegurar às pacientes a substituição do implante mamário utilizado na reconstrução mamária ou na simetrização da mama contralateral sempre que ocorrerem complicações ou efeitos adversos a ele relacionados, bem como assegurar às pacientes acompanhamento psicológico e multidisciplinar especializado na hipótese que especifica.";"132";"EMS";"2113";"2019";"EMS 2113/2019"
