"ano";"idLicitacao";"numItem";"numSubitem";"descricao";"especificacao";"unidade";"qtdLicitada";"vlrUnitarioEstimado";"qtdContratada";"vlrUnitarioContratado";"vlrTotalContratado";"fornecedorCpfCnpj";"fornecedorNome";"uriContrato";"numContrato";"anoContrato";"tipoContrato";"situacaoItem";"observacoes";"naturezaDespesa";"programaTrabalho";"codPTRES"
"2023";"19033";"6";"";"PAPEL COUCHÊ FOSCO 170 g/m² - PARTICIPAÇÃO ABERTA - VINCULADO AO ITEM 7";"PAPEL COUCHE FOSCO 170 G/M² // MARCA(S) DE REFERÊNCIA: SUZANO; NEVIA; SAPPI.  MEDIDA(S): 660 mm x 960 mm, de largura x comprimento.  GRAMATURA: 170g/m².  COR(ES): branca.  FORMA DE APRESENTAÇÃO: pacote com 125 folhas.  PRAZO MÍNIMO DE VALIDADE: 12 (doze) meses, contados da data do recebimento definitivo.  ACONDICIONAMENTO: embalagem original de fábrica com identificação e quantidade do material.  OBSERVAÇÃO(ÕES): o papel (produto) e seu fabricante devem, comprovadamente, possuir regularidade de origem e cadeia de custódia, sendo aceitos para tal fim, exemplificativamente, as seguintes certificações: CERFLOR, FSC (Forestry Stewardship Council), PEFC (Programme for the Endorsement of Forest Certification Schemes).";"RESMA";"225";"1014";"";"";"";"";"";"";"";"";"";"Ativo";"";"";"";""
"2023";"19033";"7";"";"PAPEL COUCHÊ FOSCO 170 g/m² - PARTICIPAÇÃO EXCLUSIVA ME/EPP - VINCULADO AO ITEM 6";"PAPEL COUCHE FOSCO 170 G/M² // MARCA(S) DE REFERÊNCIA: SUZANO; NEVIA; SAPPI.  MEDIDA(S): 660 mm x 960 mm, de largura x comprimento.  GRAMATURA: 170g/m².  COR(ES): branca.  FORMA DE APRESENTAÇÃO: pacote com 125 folhas.  PRAZO MÍNIMO DE VALIDADE: 12 (doze) meses, contados da data do recebimento definitivo.  ACONDICIONAMENTO: embalagem original de fábrica com identificação e quantidade do material.  OBSERVAÇÃO(ÕES): o papel (produto) e seu fabricante devem, comprovadamente, possuir regularidade de origem e cadeia de custódia, sendo aceitos para tal fim, exemplificativamente, as seguintes certificações: CERFLOR, FSC (Forestry Stewardship Council), PEFC (Programme for the Endorsement of Forest Certification Schemes).";"RESMA";"75";"1014";"";"";"";"";"";"";"";"";"";"Ativo";"";"";"";""
"2023";"19033";"8";"";"PAPEL COUCHÊ FOSCO 250 g/m² - PARTICIPAÇÃO ABERTA - VINCULADO AO ITEM 9";"PAPEL COUCHÉ FOSCO 250G/M² // MARCA(S) DE REFERÊNCIA: SUZANO; NEVIA; SAPPI.  MEDIDA(S): 660 mm x 960 mm, de largura x comprimento.  GRAMATURA: 250g/m².  COR(ES): branca.  FORMA DE APRESENTAÇÃO: pacote com 100 folhas.  PRAZO MÍNIMO DE VALIDADE: 12 (doze) meses, contados da data do recebimento definitivo.  ACONDICIONAMENTO: embalagem original de fábrica com identificação e quantidade do material.  OBSERVAÇÃO(ÕES): o papel (produto) e seu fabricante devem, comprovadamente, possuir regularidade de origem e cadeia de custódia, sendo aceitos para tal fim, exemplificativamente, as seguintes certificações: CERFLOR, FSC (Forestry Stewardship Council), PEFC (Programme for the Endorsement of Forest Certification Schemes).";"RESMA";"150";"1495";"";"";"";"";"";"";"";"";"";"Ativo";"";"";"";""
"2023";"19033";"9";"";"PAPEL COUCHÊ FOSCO 250 g/m² - PARTICIPAÇÃO EXCLUSIVA ME/EPP - VINCULADO AO ITEM 8";"PAPEL COUCHÉ FOSCO 250G/M² // MARCA(S) DE REFERÊNCIA: SUZANO; NEVIA; SAPPI.  MEDIDA(S): 660 mm x 960 mm, de largura x comprimento.  GRAMATURA: 250g/m².  COR(ES): branca.  FORMA DE APRESENTAÇÃO: pacote com 100 folhas.  PRAZO MÍNIMO DE VALIDADE: 12 (doze) meses, contados da data do recebimento definitivo.  ACONDICIONAMENTO: embalagem original de fábrica com identificação e quantidade do material.  OBSERVAÇÃO(ÕES): o papel (produto) e seu fabricante devem, comprovadamente, possuir regularidade de origem e cadeia de custódia, sendo aceitos para tal fim, exemplificativamente, as seguintes certificações: CERFLOR, FSC (Forestry Stewardship Council), PEFC (Programme for the Endorsement of Forest Certification Schemes).";"RESMA";"50";"1495";"";"";"";"";"";"";"";"";"";"Ativo";"";"";"";""
"2023";"19033";"10";"";"PAPEL OFFSET ALTA ALVURA 660 MM X 960 MM 75 G/M² - PARTICIPAÇÃO ABERTA - VINCULADO AO ITEM 11";"PAPEL OFFSET ALTA ALVURA 660 MM X 960 MM 75 G/M² // MARCA(S) DE REFERÊNCIA: SUZANO; CHAMBRIL.  MEDIDA(S): 660 mm x 960 mm.  COR(ES): branca.  GRAMATURA: 75g/m².  FORMA DE APRESENTAÇÃO: pacote com 250 folhas.  PRAZO MÍNIMO DE VALIDADE: 12 (doze) meses, contados da data do recebimento definitivo.  ACONDICIONAMENTO: embalagem original de fábrica com identificação e quantidade do material.  OBSERVAÇÃO(ÕES): O papel (produto) e seu fabricante devem, comprovadamente, possuir regularidade de origem e cadeia de custódia, sendo aceitos para tal fim, exemplificativamente, as seguintes certificações: CERFLOR, FSC (Forestry Stewardship Council), PEFC (Programme for the Endorsement, of Forest Certification schemes).";"RESMA";"1260";"317";"";"";"";"";"";"";"";"";"";"Ativo";"";"";"";""
"2023";"19033";"11";"";"PAPEL OFFSET ALTA ALVURA 660 MM X 960 MM 75 G/M² - PARTICIPAÇÃO EXCLUSIVA ME/EPP - VINCULADO AO ITEM 10";"PAPEL OFFSET ALTA ALVURA 660 MM X 960 MM 75 G/M² // MARCA(S) DE REFERÊNCIA: SUZANO; CHAMBRIL.  MEDIDA(S): 660 mm x 960 mm.  COR(ES): branca.  GRAMATURA: 75g/m².  FORMA DE APRESENTAÇÃO: pacote com 250 folhas.  PRAZO MÍNIMO DE VALIDADE: 12 (doze) meses, contados da data do recebimento definitivo.  ACONDICIONAMENTO: embalagem original de fábrica com identificação e quantidade do material.  OBSERVAÇÃO(ÕES): O papel (produto) e seu fabricante devem, comprovadamente, possuir regularidade de origem e cadeia de custódia, sendo aceitos para tal fim, exemplificativamente, as seguintes certificações: CERFLOR, FSC (Forestry Stewardship Council), PEFC (Programme for the Endorsement, of Forest Certification schemes).";"RESMA";"240";"317";"";"";"";"";"";"";"";"";"";"Ativo";"";"";"";""
"2023";"19033";"12";"";"PAPEL OFFSET ALTA ALVURA 760 mm X 1120 mm, 75 g/m² - PARTICIPAÇÃO ABERTA - VINCULADO AO ITEM 13";"PAPEL OFFSET ALTA ALVURA 760 MM X 1120 MM, 75 G/M² // MARCA(S) DE REFERÊNCIA: SUZANO; CHAMBRIL.  MEDIDA(S): 760 mm x 1120 mm, de largura x comprimento.  COR(ES): branca.   GRAMATURA: 75 g/m².  FORMA DE APRESENTAÇÃO: pacote com 250 folhas.  PRAZO MÍNIMO DE VALIDADE: 12 (doze) meses, contados da data do recebimento definitivo.  ACONDICIONAMENTO: embalagem original de fábrica com identificação e quantidade do material.  OBSERVAÇÃO(ÕES): o papel (produto) e seu fabricante devem, comprovadamente, possuir regularidade de origem e cadeia de custódia, sendo aceitos para tal fim, exemplificativamente, as seguintes certificações: CERFLOR, FSC (""Forestry Stewardship Council""), PEFC (""Programme for the Endorsement of Forest Certification Schemes"").";"RESMA";"1840";"461";"";"";"";"";"";"";"";"";"";"Ativo";"";"";"";""
"2023";"19033";"13";"";"PAPEL OFFSET ALTA ALVURA 760 mm X 1120 mm, 75 g/m² - PARTICIPAÇÃO EXCLUSIVA ME/EPP - VINCULADO AO ITEM 12";"PAPEL OFFSET ALTA ALVURA 760 MM X 1120 MM, 75 G/M² // MARCA(S) DE REFERÊNCIA: SUZANO; CHAMBRIL.  MEDIDA(S): 760 mm x 1120 mm, de largura x comprimento.  COR(ES): branca.   GRAMATURA: 75 g/m².  FORMA DE APRESENTAÇÃO: pacote com 250 folhas.  PRAZO MÍNIMO DE VALIDADE: 12 (doze) meses, contados da data do recebimento definitivo.  ACONDICIONAMENTO: embalagem original de fábrica com identificação e quantidade do material.  OBSERVAÇÃO(ÕES): o papel (produto) e seu fabricante devem, comprovadamente, possuir regularidade de origem e cadeia de custódia, sendo aceitos para tal fim, exemplificativamente, as seguintes certificações: CERFLOR, FSC (""Forestry Stewardship Council""), PEFC (""Programme for the Endorsement of Forest Certification Schemes"").";"RESMA";"160";"461";"";"";"";"";"";"";"";"";"";"Ativo";"";"";"";""
"2023";"19033";"14";"";"PAPEL OFFSET ALTA ALVURA 660 mm X 960 mm, 90 g/m² - PARTICIPAÇÃO ABERTA - VINCULADO AO ITEM 15";"PAPEL OFFSET COM ALTA ALVURA 660 MM X 960 MM, 90 G/M² // MARCA(S) DE REFERÊNCIA:  SUZANO; CHAMBRIL.  MEDIDA(S): 660 mm x 960 mm, de largura x comprimento.  GRAMATURA: 90g/m².  COR(ES): branca.  FORMA DE APRESENTAÇÃO: pacote com 250 folhas.  PRAZO MÍNIMO DE VALIDADE: 12 (doze) meses, contados da data do recebimento definitivo.  OBSERVAÇÃO(ÕES): o papel (produto) e seu fabricante devem, comprovadamente, possuir regularidade de origem e cadeia de custódia, sendo aceitos para tal fim, exemplificativamente, as seguintes certificações: CERFLOR, FSC (""Forestry Stewardship Council""), PEFC (""Programme for the Endorsement of Forest Certification Schemes"").";"RESMA";"1320";"410";"";"";"";"";"";"";"";"";"";"Ativo";"";"";"";""
"2023";"19033";"15";"";"PAPEL OFFSET ALTA ALVURA 660 mm X 960 mm, 90 g/m² - PARTICIPAÇÃO EXCLUSIVA ME/EPP - VINCULADO AO ITEM 14";"PAPEL OFFSET COM ALTA ALVURA 660 MM X 960 MM, 90 G/M² // MARCA(S) DE REFERÊNCIA:  SUZANO; CHAMBRIL.  MEDIDA(S): 660 mm x 960 mm, de largura x comprimento.  GRAMATURA: 90g/m².  COR(ES): branca.  FORMA DE APRESENTAÇÃO: pacote com 250 folhas.  PRAZO MÍNIMO DE VALIDADE: 12 (doze) meses, contados da data do recebimento definitivo.  OBSERVAÇÃO(ÕES): o papel (produto) e seu fabricante devem, comprovadamente, possuir regularidade de origem e cadeia de custódia, sendo aceitos para tal fim, exemplificativamente, as seguintes certificações: CERFLOR, FSC (""Forestry Stewardship Council""), PEFC (""Programme for the Endorsement of Forest Certification Schemes"").";"RESMA";"180";"410";"";"";"";"";"";"";"";"";"";"Ativo";"";"";"";""
"2023";"19033";"16";"";"PAPEL OFFSET COM ALTA ALVURA, 1120 MM X 760 MM, 90 G/M² - PARTICIPAÇÃO ABERTA - VINCULADO AO ITEM 17";"PAPEL OFFSET COM ALTA ALVURA, 1120 MM X 760 MM, 90 G/M² // MARCA(S) DE REFERÊNCIA: SUZANO; CHAMBRIL.  MEDIDA(S): 760 mm x 1120 mm, de largura x comprimento.  COR(ES):  branca.    GRAMATURA: 90 g/m².  FORMA DE APRESENTAÇÃO: pacote com 250 folhas.  PRAZO MÍNIMO DE VALIDADE: 12 (doze) meses, contados da data do recebimento definitivo.  ACONDICIONAMENTO: embalagem original de fábrica com identificação e quantidade do material.  OBSERVAÇÃO(ÕES): o papel (produto) e seu fabricante devem, comprovadamente, possuir regularidade de origem e cadeia de custódia, sendo aceitos para tal fim, exemplificativamente, as seguintes certificações: CERFLOR, FSC (""Forestry Stewardship Council""), PEFC (""Programme for the Endorsement of Forest Certification Schemes"").";"RESMA";"850";"518";"";"";"";"";"";"";"";"";"";"Ativo";"";"";"";""
"2023";"19033";"17";"";"PAPEL OFFSET COM ALTA ALVURA, 1120 MM X 760 MM, 90 G/M² - PARTICIPAÇÃO EXCLUSIVA ME/EPP - VINCULADO AO ITEM 16";"PAPEL OFFSET COM ALTA ALVURA, 1120 MM X 760 MM, 90 G/M² // MARCA(S) DE REFERÊNCIA: SUZANO; CHAMBRIL.  MEDIDA(S): 760 mm x 1120 mm, de largura x comprimento.  COR(ES):  branca.    GRAMATURA: 90 g/m².  FORMA DE APRESENTAÇÃO: pacote com 250 folhas.  PRAZO MÍNIMO DE VALIDADE: 12 (doze) meses, contados da data do recebimento definitivo.  ACONDICIONAMENTO: embalagem original de fábrica com identificação e quantidade do material.  OBSERVAÇÃO(ÕES): o papel (produto) e seu fabricante devem, comprovadamente, possuir regularidade de origem e cadeia de custódia, sendo aceitos para tal fim, exemplificativamente, as seguintes certificações: CERFLOR, FSC (""Forestry Stewardship Council""), PEFC (""Programme for the Endorsement of Forest Certification Schemes"").";"RESMA";"150";"518";"";"";"";"";"";"";"";"";"";"Ativo";"";"";"";""
"2023";"19033";"18";"";"PAPEL OFFSET BRANCO 660 mm x 960 mm, 120 g/m²";"PAPEL OFFSET BRANCO 660 MM X 960 MM, 120 G/M² // MARCA(S) DE REFERÊNCIA: SUZANO; CHAMBRIL; BIGNARDI.  CARACTERÍSTICA(S): papel offset com alta alvura.  MEDIDA(S): 660mm x 960mm, largura x comprimento  GRAMATURA: 120g/m².  FORMA DE APRESENTAÇÃO: pacote com 250 folhas.  PRAZO MÍNIMO DE VALIDADE: 12 (doze) meses, contados da data do recebimento definitivo.  ACONDICIONAMENTO: embalagem original de fábrica com identificação e quantidade do material.  OBSERVAÇÃO(ÕES): o papel (produto) e seu fabricante devem, comprovadamente, possuir regularidade de origem e cadeia de custódia, sendo aceitos para tal fim, exemplificativamente, as seguintes certificações: CERFLOR, FSC (Forestry Stewardship Council), PEFC (Programme for the Endorsement of Forest Certification Schemes).";"RESMA";"50";"563";"";"";"";"";"";"";"";"";"";"Ativo";"";"";"";""
"2023";"19033";"19";"";"PAPEL OFFSET BRANCO 660 MM X 960 MM, 150 G/M²";"PAPEL OFFSET BRANCO 660 MM X 960 MM, 150 G/M² // MARCA(S) DE REFERÊNCIA: SUZANO; CHAMBRIL; BIGNARDI.  GRAMATURA: 150g/m².  MEDIDA(S): 660 x 960cm (largura x comprimento).  FORMA DE APRESENTAÇÃO: pacote com 250 folhas.  COR(ES): branco, alta alvura.  PRAZO MÍNIMO DE VALIDADE: 12 (doze) meses, contados da data do recebimento definitivo.  ACONDICIONAMENTO: embalagem original de fábrica, com identificação e quantidade do material.  OBSERVAÇÃO(ÕES): O papel (produto) e seu fabricante devem, comprovadamente, possuir regularidade de origem e cadeia de custódia, sendo aceitos para tal fim, exemplificativamente, as seguintes certificações: CERFLOR, FSC (Forestry Stewardship Council), PEFC (Programme for the Endorsement, of Forest Certification schemes).";"RESMA";"50";"708";"";"";"";"";"";"";"";"";"";"Ativo";"";"";"";""
"2023";"19033";"20";"";"PAPEL OFFSET BRANCO 660 mm x 960 mm, 180 g/m²";"PAPEL OFFSET BRANCO 660 MM X 960 MM, 180 G/M² // MARCA(S) DE REFERÊNCIA: SUZANO; CHAMBRIL; BIGNARDI.  CARACTERÍSTICA(S): papel offset com alta alvura.  MEDIDA(S): 660mm x 960mm, largura x comprimento.  GRAMATURA: 180g/m².  COR(ES):   branca.   FORMA DE APRESENTAÇÃO: pacote com 125 folhas.  PRAZO MÍNIMO DE VALIDADE: 12 (doze) meses, contados da data do recebimento definitivo.  ACONDICIONAMENTO: embalagem original de fábrica com identificação e quantidade do material.  OBSERVAÇÃO(ÕES): o papel (produto) e seu fabricante devem, comprovadamente, possuir regularidade de origem e cadeia de custódia, sendo aceitos para tal fim, exemplificativamente, as seguintes certificações: CERFLOR, FSC (Forestry Stewardship Council), PEFC (Programme for the Endorsement of Forest Certification Schemes).";"RESMA";"80";"785";"";"";"";"";"";"";"";"";"";"Ativo";"";"";"";""
"2023";"19033";"21";"";"PAPEL OFFSET BRANCO 660 mm x 960 mm, 240 g/m²  - PARTICIPAÇÃO ABERTA - VINCULADO AO ITEM 22";"PAPEL OFFSET BRANCO 660 MM X 960 MM, 240 G/M² // MARCA(S) DE REFERÊNCIA: SUZANO; CHAMBRIL; BIGNARDI.  CARACTERÍSTICA(S): papel offset com alta alvura.  GRAMATURA: 240g/m².  COR(ES): branca.  FORMA DE APRESENTAÇÃO: pacote com 125 folhas.  PRAZO MÍNIMO DE VALIDADE: 12 (doze) meses, contados da data do recebimento definitivo.  ACONDICIONAMENTO: embalagem original de fábrica com identificação e quantidade do material.  OBSERVAÇÃO(ÕES): o papel (produto) e seu fabricante devem, comprovadamente, possuir regularidade de origem e cadeia de custódia, sendo aceitos para tal fim, exemplificativamente, as seguintes certificações: CERFLOR, FSC (Forestry Stewardship Council), PEFC (Programme for the Endorsement of Forest Certification Schemes).";"RESMA";"113";"986";"";"";"";"";"";"";"";"";"";"Ativo";"";"";"";""
"2023";"19033";"22";"";"PAPEL OFFSET BRANCO 660 mm x 960 mm, 240 g/m²  - PARTICIPAÇÃO EXCLUSIVA ME/EPP - VINCULADO AO ITEM 21";"PAPEL OFFSET BRANCO 660 MM X 960 MM, 240 G/M² // MARCA(S) DE REFERÊNCIA: SUZANO; CHAMBRIL; BIGNARDI.  CARACTERÍSTICA(S): papel offset com alta alvura.  GRAMATURA: 240g/m².  COR(ES): branca.  FORMA DE APRESENTAÇÃO: pacote com 125 folhas.  PRAZO MÍNIMO DE VALIDADE: 12 (doze) meses, contados da data do recebimento definitivo.  ACONDICIONAMENTO: embalagem original de fábrica com identificação e quantidade do material.  OBSERVAÇÃO(ÕES): o papel (produto) e seu fabricante devem, comprovadamente, possuir regularidade de origem e cadeia de custódia, sendo aceitos para tal fim, exemplificativamente, as seguintes certificações: CERFLOR, FSC (Forestry Stewardship Council), PEFC (Programme for the Endorsement of Forest Certification Schemes).";"RESMA";"37";"986";"";"";"";"";"";"";"";"";"";"Ativo";"";"";"";""
"2023";"19033";"23";"";"PAPEL KRAFT NATURAL 120 G/M²";"PAPEL KRAFT NATURAL 120 G/M² // MARCA(S) DE REFERÊNCIA: KLABIN; NILPEL.  MEDIDA(S): 760 mm x 1120 mm, de largura x comprimento.  COR(ES): parda.  GRAMATURA: 120g/m².  FORMA DE APRESENTAÇÃO: pacote de 250 folhas.  PRAZO MÍNIMO DE VALIDADE: 12 (doze) meses, contados da data do recebimento definitivo.  ACONDICIONAMENTO: embalagem original de fábrica com identificação e quantidade do material.  OBSERVAÇÃO(ÕES): O papel (produto) e seu fabricante devem, comprovadamente, possuir regularidade de origem e cadeia de custódia, sendo aceitos para tal fim, exemplificativamente, as seguintes certificações: CERFLOR, FSC (Forestry Stewardship Council), PEFC (Programme for the Endorsement, of Forest Certification schemes).";"RESMA";"20";"975";"";"";"";"";"";"";"";"";"";"Ativo";"";"";"";""
"2023";"19033";"24";"";"PAPEL KRAFT NATURAL 300 G/M²";"PAPEL KRAFT NATURAL 300 G/M² // MARCA(S) DE REFERÊNCIA: KLABIN; NILPEL.  APLICAÇÃO: para confecção de pastas.  MEDIDA(S): 660 mm X 960 mm, de largura x comprimento.  COR(ES): parda.  GRAMATURA: 300g/m².  FORMA DE APRESENTAÇÃO: pacote de 100 folhas.  PRAZO MÍNIMO DE VALIDADE: 12 (doze) meses, contados da data do recebimento definitivo.  ACONDICIONAMENTO: embalagem original de fábrica com identificação e quantidade do material.  OBSERVAÇÃO(ÕES): O papel (produto) e seu fabricante devem, comprovadamente, possuir regularidade de origem e cadeia de custódia, sendo aceitos para tal fim, exemplificativamente, as seguintes certificações: CERFLOR, FSC (Forestry Stewardship Council), PEFC (Programme for the Endorsement, of Forest Certification schemes).";"RESMA";"5";"1713";"";"";"";"";"";"";"";"";"";"Ativo";"";"";"";""
"2023";"19033";"25";"";"PAPEL RECICLADO 660 MM X 960 MM, 75 G/M²";"PAPEL RECICLADO 660 MM X 960 MM, 75 G/M² // MARCA(S) DE REFERÊNCIA: SUZANO; BIGNARDI; CHAMBRIL.  MEDIDA(S): 660 mm x 960 mm, de largura x comprimento.  GRAMATURA: 75g/m².  COR(ES):  claro (próximo ao branco).  FORMA DE APRESENTAÇÃO: pacote com 250 folhas.  PRAZO MÍNIMO DE VALIDADE: 12 (doze) meses, contados da data do recebimento definitivo.  ACONDICIONAMENTO: embalagem original de fábrica com identificação e quantidade do material.  OBSERVAÇÃO(ÕES): o papel (produto) e seu fabricante devem, comprovadamente, possuir regularidade de origem e cadeia de custódia, sendo aceitos para tal fim, exemplificativamente, as seguintes certificações: CERFLOR, FSC (Forestry Stewardship Council), PEFC (Programme for the Endorsement of Forest Certification Schemes).";"RESMA";"20";"318";"";"";"";"";"";"";"";"";"";"Ativo";"";"";"";""
"2023";"19033";"26";"";"PAPEL RECICLADO 660 MM X 960 MM, 90 G/M²";"PAPEL RECICLADO 660 MM X 960 MM, 90 G/M² // MARCA(S) DE REFERÊNCIA: SUZANO; CHAMBRIL;  MEDIDA(S): 660 mm X 960 mm, de largura e comprimento;  COR(ES): claro, próximo ao branco.  GRAMATURA: 90g/m²  FORMA DE APRESENTAÇÃO: pacote com 250 folhas  PRAZO MÍNIMO DE VALIDADE: 12 (dose) meses, contados da data do recebimento definitivo.  OBSERVAÇÃO(ÕES): O papel (produto) e seu fabricante devem, comprovadamente, possuir regularidade de origem e cadeia de custódia, sendo aceitos por exemplo, as seguintes certificações: CERFLOR, FSC (Forestry Stewardship Council), PEFC (Programme for the Endorsement, of Forest Certification schemes).";"RESMA";"30";"393";"";"";"";"";"";"";"";"";"";"Ativo";"";"";"";""
"2023";"19033";"27";"";"PAPEL SUPREMO ALTA ALVURA 660 MM X 960 MM, 300 G/M²";"PAPEL SUPREMO ALTA ALVURA 660 MM X 960 MM, 300 G/M² // MARCA(S) DE REFERÊNCIA:   SUZANO; CHAMBRIL;  MEDIDA(S): 660 mm x 960 mm,  largura x comprimento  COR(ES): branca.  GRAMATURA: 300 g/m2.  FORMA DE APRESENTAÇÃO: pacote com 100 folhas.  PRAZO MÍNIMO DE VALIDADE: 12 (doze) meses, contados da data do recebimento definitivo.  ACONDICIONAMENTO: embalagem original de fábrica com identificação e quantidade do material.  OBSERVAÇÃO(ÕES): o papel (produto) e seu fabricante devem, comprovadamente, possuir regularidade de origem e cadeia de custódia, sendo aceitos para tal fim, exemplificativamente, as seguintes certificações: CERFLOR, FSC (Forestry Stewardship Council), PEFC (Programme for the Endorsement of Forest Certification Schemes).";"RESMA";"10";"2106";"";"";"";"";"";"";"";"";"";"Ativo";"";"";"";""
"2023";"19033";"28";"";"PAPEL SUPREMO ALTA ALVURA 660 MM X 960 MM, 350 G/M²";"PAPEL SUPREMO ALTA ALVURA 660 MM X 960 MM, 350 G/M² // MARCA(S) DE REFERÊNCIA:   SUZANO; CHAMBRIL;  MEDIDA(S): 660 mm x 960 mm,  largura x comprimento.  COR(ES):  Branco.  GRAMATURA: 350 g/m².  FORMA DE APRESENTAÇÃO: pacote com 100 folhas.  PRAZO MÍNIMO DE VALIDADE: 12 (doze) meses, contados da data do recebimento definitivo.  ACONDICIONAMENTO: embalagem original de fábrica com identificação e quantidade do material.  OBSERVAÇÃO(ÕES): o papel (produto) e seu fabricante devem, comprovadamente, possuir regularidade de origem e cadeia de custódia, sendo aceitos para tal fim, exemplificativamente, as seguintes certificações: CERFLOR, FSC (Forestry Stewardship Council), PEFC (Programme for the Endorsement of Forest Certification Schemes).";"RESMA";"10";"2495";"";"";"";"";"";"";"";"";"";"Ativo";"";"";"";""
"2023";"19033";"29";"";"PAPEL SUPREMO DUO DESIGN 660 MM X 960 MM, 300 G/M²";"PAPEL SUPREMO DUO DESIGN 660 MM X 960 MM, 300 G/M² // MARCA(S) DE REFERÊNCIA:  SUZANO; CHAMBRIL; BIGNARDI.  MEDIDA(S): 660 mm x 960 mm, largura x comprimento  GRAMATURA: 300 g/m².  COR(ES): branca.  FORMA DE APRESENTAÇÃO: pacote com 100 ou 125 folhas.  PRAZO MÍNIMO DE VALIDADE: 12 (doze) meses, contados da data do recebimento definitivo.  ACONDICIONAMENTO: embalagem original de fábrica, com identificação e quantidade do material.  OBSERVAÇÃO(ÕES): o papel (produto) e seu fabricante devem, comprovadamente, possuir regularidade de origem e cadeia de custódia, sendo aceitos para tal fim, exemplificativamente, as seguintes certificações: CERFLOR, FSC (Forestry Stewardship Council), PEFC (Programme for the Endorsement of Forest Certification Schemes).";"RESMA";"10";"2293";"";"";"";"";"";"";"";"";"";"Ativo";"";"";"";""
"2023";"19033";"30";"";"PAPEL SUPREMO DUO DESIGN 660 mm x 960 mm, 350 g/m²";"PAPEL SUPREMO DUO DESIGN 660 MM X 960 MM, 350 G/M² // MARCA(S) DE REFERÊNCIA: SUZANO; CHAMBRIL; BIGNARDI.  MEDIDA(S): 660 mm x 960 mm,  largura x comprimento.  GRAMATURA: 350 g/m².  COR(ES): branca.  FORMA DE APRESENTAÇÃO: pacote com 100 folhas.  PRAZO MÍNIMO DE VALIDADE: 12 (doze) meses, contados da data do recebimento definitivo.  ACONDICIONAMENTO: embalagem original de fábrica, com identificação e quantidade do material.  OBSERVAÇÃO(ÕES): o papel (produto) e seu fabricante devem, comprovadamente, possuir regularidade de origem e cadeia de custódia, sendo aceitos para tal fim, exemplificativamente, as seguintes certificações: CERFLOR, FSC (Forestry Stewardship Council), PEFC (Programme for the Endorsement of Forest Certification Schemes).";"RESMA";"10";"2332";"";"";"";"";"";"";"";"";"";"Ativo";"";"";"";""
"2023";"19046";"1";"1";"SERVIÇOS DE INTERPRETAÇÃO SIMULTÂNEA E/OU CONSECUTIVA – IDIOMAS DO GRUPO I - DIÁRIA DE SEIS HORAS";"INTERPRETAÇÃO SIMULTÂNEA/CONSECUTIVA (UNIDADE DIÁRIA) // DESCRIÇÃO: Prestação de serviços de interpretação simultânea e/ou consecutiva nos idiomas do grupo I (inglês/português e espanhol/português) para autoridades da Câmara dos Deputados, durante visitas de Chefes de Estado, Chefes de Governo, delegações estrangeiras e em seminários, encontros, palestras e reuniões. O serviço será prestado por dupla de intérpretes se revezando pelo período de seis horas, quando se tratar de eventos com duração superior a uma hora.  CARGA HORÁRIA: diária de 6 (seis) horas de trabalho para cada intérprete.";"DIÁRIA";"56";"3616";"56";"2250";"126000";"11.182.905/0001-46";"DALVA AGUIAR NASCIMENTO - ME INTRADOC BRASIL";"";"";"";"";"Ativo";"";"";"PO 0003 - COMUNICAÇÃO INSTITUCIONAL";"191879"
"2023";"19046";"1";"2";"SERVIÇOS DE INTERPRETAÇÃO SIMULTÂNEA E/OU CONSECUTIVA - IDIOMAS DO GRUPO I - DIÁRIA DE DUAS HORAS";"INTERPRETAÇÃO SIMULTÂNEA/CONSECUTIVA (UNIDADE DIÁRIA) // DESCRIÇÃO: prestação de serviços de interpretação simultânea e/ou consecutiva nos idiomas do grupo I (inglês/português e espanhol/português) para autoridades da Câmara dos Deputados, durante visitas de Chefes de Estado, Chefes de Governo, delegações estrangeiras e em seminários, encontros, palestras e reuniões.   CARGA HORÁRIA: diária de 02 (duas) horas de trabalho para 01 (um) intérprete.";"DIÁRIA";"8";"1641";"8";"1160";"9280";"11.182.905/0001-46";"DALVA AGUIAR NASCIMENTO - ME INTRADOC BRASIL";"";"";"";"";"Ativo";"";"";"PO 0003 - COMUNICAÇÃO INSTITUCIONAL";"191879"
"2023";"19046";"1";"3";"SERVIÇOS DE INTERPRETAÇÃO SIMULTÂNEA E/OU CONSECUTIVA - IDIOMAS DO GRUPO I – HORA EXTRA";"INTERPRETAÇÃO SIMULTÂNEA/CONSECUTIVA (UNIDADE HORA) // DESCRIÇÃO: prestação de serviços de interpretação simultânea e/ou consecutiva nos idiomas do grupo I (inglês/português e espanhol/português).  OBSERVAÇÃO(ÕES): cada serviço equivale a 1 (uma) hora extra.";"HORA";"40";"475";"40";"125";"5000";"11.182.905/0001-46";"DALVA AGUIAR NASCIMENTO - ME INTRADOC BRASIL";"";"";"";"";"Ativo";"";"";"PO 0003 - COMUNICAÇÃO INSTITUCIONAL";"191879"
